id,text
1577247889071690000,@user Segundo turno é outra eleição. Muitos eleitores de Ciro e Tabet votaram no bozo. Os indecisos tb. Temos que achar quem se absteve e votaria contra o fascismo. Sem antecipar o resultado. É preciso lutar muito ainda p vencer.
1579627627098550000,"""Eu sou contra a corrupcão do PT, mas voto em corruptos de outros partidos.""
""Pedalada da Dilma é corrupção. A do Temer e do Bolsonaro é remanejamento de recursos.""
""Eu sou contra o estado, mas minha empresa recebe ajuda dele quando há crise econômica."""
1581679919922260000,"@user @user Boa tarde,também resolvi seguir o Twitter, vamos ver o que vai dar Bolsonaro 22."
1583822324037390000,"@user Chacota? kkkkk. o Bolsonaro teve 51 milhões de votos, o Neymar vai ser bem recebido por quem votou no Bolsonaro. O Lula chamou o Neymar de sonegador, então ele vai pegar raiva do nine e ficar do lado de quem o apoiou."
1586131285680210000,"@user @user @user @user APERTEM ESSE CARALHOO DO Nº 13 NAS URNAS ELEITORAIS NESSE DOMINGO DIA 30/10 .. 
ESSA PORRA CRESCEU 474% NO GOVERNO NDESSE DELINQUENTE inútil DO BOLSONARO.

É ⃣3⃣ 🇧🇷🚩SIMMM!!"
1583413864288240000,"minha prima acabou de postar foto visitando o louvre, queria tanto 😭😭😭 mas tomara que ela curta bastante e demore muito nessa viagem com o marido dela, porque aí é menos 2 votos pro bozo 🙏🏻🤩"
1585698391610300000,"@user Bebiano, nos ajude por favor... não merecemos mais 4 anos com um ditador!"
1581648232844690000,"Bolsonaro é tão perverso, sórdido e degenerado que não é preciso apelar pra nenhuma fake news pra enfrentá-lo. É só mesmo questão de expor as verdades escabrosas e abomináveis. E são muitas. Mais repugnante que bolsonaro só o fato dele ainda ter tantos apoiadores."
1576723108160940000,"@user O Brasil perdeu, se perdeu. Nos tornamos uma população intolerante e burra (insulto)! A vitoria do Bolsonaro é a vitoria da ignorância e da maldade! Vergonha de ser Brasileiro e especialmente Gaúcho neste momento!"
1580289127760530000,"@user @user @user @user @user @user @user Adoraria me juntar a essa massa e votar nulo, mas tenho medo. Sei que o bozó é um mal maior. Eleito com essa bancada que estará lá, vai fazer o que quiser e manter seus filhos longe das investigações dos crimes que cometeram. Além de inflar cada vez mais as pessoas com ódio."
1576986997977060000,"🇧🇷🌹
Alô , boa tarde.
Vocês já estão sabendo, que os institutos de pesquisas se juntaram e vão divulgar uma nova pesquisa na próximas sexta?
Eles querem saber quantos petista estão de joelhos implorando votos do Ciro e Tabet."
1586374956148940000,"@user Vão internacionalizar a lei Rouanet? É esse o plano de governo do ex presidiário? 😂😂😂

Nunca foi tão fácil para o brasileiro honesto escolher um candidato.

🇧🇷🇧🇷 BOLSONARO 22 🇧🇷🇧🇷"
1586185455560950000,"@user BOLSONARO MENTIU
BOLSONARO MENTIU 
BOLSONARO MENTIU 
BOLSONARO MENTIU 
BOLSONARO MENTIU"
1585409271835010000,"@user Vergonha de um dia ter votado em você... Lula e Bolsonaro são ambos corruptos com projetos autoritários. Devia ter declarado voto nulo. 
Patético."
1582231114546300000,"@user @user @user Meu candidato? Eu falei de Lula aqui por acaso, vcs gostam de meter o Lula em tudo, pela amor de Deus, então bolsonaro tá fazendo oq a Dilma fez, segurando preços, na época da Dilma a culpa era dela, agora com bolsonaro a culpa é dos outros, vai estourar os preços depois,espere"
1579667530008130000,"@user Quer ter uma chance de ganhar?Cola no Bolsonaro, petista não vota em ti.Acorda!"
1586170784757810000,"@user BOLSONARO MENTIU
BOLSONARO MENTIU
BOLSONARO MENTIU
Pois é!"
1579656551320950000,"@user @user @user @user Genocida é o safado do lula que desviou 242 bilhões da saúde, quantas pessoas não morreram por causa daquele ladrão ?"
1583420336846300000,"@user Essa eleição de outubro nada tem a ver com direita ou esquerda, mas é uma luta espiritual entre o bem e o mal...🇧🇷🙏🇧🇷
Bolsonaro 22🇧🇷"
1581313214864070000,"POR FAVOR, 

continuem baixando e divulgando BEM esse vídeo, os bolsonaristas, MUITOS, estão vindo responder NÃO É À TOA

E ignorem os fakes, bots e fanáticos, BLOQUEIEM E DENUNCIEM

SEM responder. Eles querem ser respondidos para ter o perfil divulgada e validado como legítimo."
1584310827519470000,"@user @user BOLSONARO NÃO MEXA NO MEU SALÁRIO
BOLSONARO 14 ANOS
PINTOU UM CLIMA
SONEGADORES COM BOLSONARO
BOLSONARO APOIA O CRIME

Atualizando..."
1576371610680200000,"@user Não queremos mais, corruptos, comunistas e B...no poder.

Bolsonaro 2022. 🇧🇷🇧🇷🇧🇷"
1578001677071820000,"@user Quando o meliante foi descondenado, já estava tudo certo que ele seria o presidente. Hoje nem Jesus Cristo de cabo eleitoral elege Bolsonaro. Infelizmente. Esse milagre 5TF não deixa acontecer."
1584576914957560000,"@user Que pouca vergonha isso, é o modo desespero, acuse-os daquilo que nós mesmos fazemos. Criam mentiras na tentativa de desmoralizar Bolsonaro, mas somos maiores e mais fortes, e a justiça sempre prevalece"
1585951145759220000,"@user Entendi, vou seguir o conselho de uma pessoa homofóbica aleatória da internet e votar no capitão que se elegeu com discurso homofóbico"
1586498969144020000,"BOLSONARISMO MATA
ZAMBELLI MENTIROSA
ZAMBELLI NA CADEIA 
ADEUS BOLSONARO MILICIANO"
1577484953343990000,"Se Bolsonaro vencer, o Brasil enterra de uma vez só o Lula, o PT, os cabeças brancas corruptos, os mamateiros da midia, o aborto, a ideologia de gênero, a corrupção sistêmica, a liberação das drogas, a destruição do cristianismo, em fim, vamos dar um Pé na bundo do comunismo😎"
1584179613240300000,@user @user @user @user Sem falar q o partido do bozo na época e o atual foram os que mais roubaram no esquema de corrupção kkkkkkk pesquisar doi nada
